-1.5	1.0000000193914125	4.355892228453937e-18	1.0e-5
-1.496875	1.0000000209000632	-3.106708179228495e-18	1.0000000000000003e-5
-1.49375	1.0000000225225676	-2.6580653769073392e-18	1.0e-5
-1.490625	1.0000000242672376	-6.764347185290641e-19	1.0e-5
-1.4875	1.0000000261429696	5.067672488444302e-19	1.0000000000000003e-5
-1.484375	1.0000000281592862	6.328777291601121e-19	1.0e-5
-1.48125	1.0000000303263752	2.1803877127112213e-19	1.0e-5
-1.478125	1.000000032655137	-1.9266606034825802e-19	1.0000000000000003e-5
-1.475	1.0000000351572305	-3.4304001102530215e-19	9.999999999999999e-6
-1.471875	1.0000000378451255	-2.796170304045285e-19	1.0000000000000003e-5
-1.46875	1.000000040732154	-1.8557180901171133e-19	1.0000000000000003e-5
-1.465625	1.0000000438325716	-1.587465298215447e-19	1.0000000000000004e-5
-1.4625	1.0000000471616144	-5.784490778428588e-20	1.0000000000000004e-5
-1.459375	1.0000000507355673	4.591559097332881e-19	1.0000000000000008e-5
-1.45625	1.0000000545718297	1.580325008637287e-18	1.0000000000000004e-5
-1.453125	1.0000000586889926	2.544778366971141e-18	1.0000000000000004e-5
-1.453125	1.0000000586889926	4.81044873949965e-18	1.0000000000000004e-5
-1.45	1.0000000631069126	-3.854913936485783e-18	1.000000000000001e-5
-1.446875	1.0000000678467973	-3.1569128082115928e-18	1.0000000000000008e-5
-1.44375	1.0000000729312934	-7.778564148096276e-19	1.0000000000000011e-5
-1.440625	1.000000078384577	4.1665767830385714e-19	1.0000000000000011e-5
-1.4375	1.0000000842324561	1.2280668549656812e-19	1.0000000000000014e-5
-1.434375	1.000000090502474	-9.404938896817692e-19	1.0000000000000014e-5
-1.43125	1.0000000972240213	-1.9716554309218586e-18	1.0000000000000021e-5
-1.428125	1.0000001044284539	-2.5444384605479597e-18	1.0000000000000028e-5
-1.425	1.0000001121492206	-2.700860355031902e-18	1.0000000000000036e-5
-1.421875	1.0000001204219937	-2.79591691377812e-18	1.0000000000000045e-5
-1.41875	1.0000001292848115	-3.2110461703299557e-18	1.0000000000000053e-5
-1.415625	1.0000001387782296	-4.0532628351473534e-18	1.0000000000000065e-5
