x	y1
0.0008296865709749866	0.1875
0.006222310909207917	0.21875
0.010714341733509937	0.21875
0.014955807287168416	0.21875
0.01910669406728603	0.21875
0.023248309694223413	0.21875
0.02743119473890225	0.203125
0.03168432243989665	0.203125
0.03601277524515254	0.234375
0.04036975517708313	0.234375
0.04471453748120742	0.25
0.049050702792878084	0.28125
0.05337049648619309	0.28125
0.05767093422409069	0.296875
0.06195916448762687	0.28125
0.0662382474579406	0.265625
0.07050938021714688	0.265625
0.07477030801029183	0.21875
0.07902189427258705	0.265625
0.08327135321289164	0.265625
0.08751915131713944	0.328125
0.09176550362187465	0.328125
0.09601043890464563	0.34375
0.10025391895867741	0.296875
0.10449589607269737	0.28125
0.10873633752232428	0.234375
0.11297516770763931	0.234375
0.11721222678641448	0.234375
0.12144693632248413	0.21875
0.12567530606468796	0.21875
0.12989636226888354	0.21875
0.1341113129076993	0.21875
0.13832127008194345	0.21875
0.1425272350850916	0.21875
0.14673009392993355	0.21875
0.15093054289063756	0.21875
0.1551289949551566	0.21875
0.15932584677124334	0.21875
0.1635217290325265	0.265625
0.16771773992445618	0.265625
0.1719144496985477	0.3125
0.1761121988442775	0.3125
0.1803112037427914	0.3125
0.1845115742859306	0.3125
0.18871333503512516	0.34375
0.19291644699249724	0.34375
0.197120826526904	0.34375
0.20132598660363107	0.34375
0.20552951530073701	0.34375
0.20973074696381577	0.265625
0.21393029457122184	0.1875
0.21812868221392356	0.1875
0.22232634857968586	0.1875
0.22652365390273663	0.1875
0.23072087668208344	0.1875
0.23491822104570348	0.1875
0.23911583767463337	0.1875
0.2433138185677323	0.1875
0.24751223126010716	0.1875
0.25171112929280093	0.1875
0.2559105658707175	0.1875
0.2601106020669217	0.21875
0.2643112867683308	0.21875
0.2685126217382336	0.21875
0.27271466869743033	0.21875
0.2769174952425716	0.21875
0.281120983570326	0.21875
0.28532416328789123	0.1875
0.28952705107925214	0.1875
0.2937295951483066	0.1875
0.29793111098645186	0.1875
0.3021316736284125	0.1875
0.3063312395524184	0.1875
0.31052975136106464	0.1875
0.3147275562630775	0.1875
0.3189253055757321	0.1875
0.3231236866664531	0.1875
0.3273231264889695	0.21875
0.33152477945207975	0.21875
0.33572995906762443	0.21875
0.3399386986564127	0.21875
0.3441480320476761	0.21875
0.34835838021388327	0.21875
0.35257049047776645	0.21875
0.3567853498231324	0.21875
0.36100397056744554	0.21875
0.36522604614478044	0.21875
0.36945024780025726	0.21875
0.37367651049923684	0.21875
0.3779040164112927	0.1875
0.3821345642463575	0.1875
0.3863700821300361	0.1875
0.39061259474376	0.1875
0.39486355153353064	0.1875
0.3991200366845217	0.21875
0.40337659467481424	0.21875
0.4076360542168166	0.21875
0.4119013010862979	0.21875
0.41617522894003495	0.21875
0.42046067629630296	0.21875
0.4247598132330817	0.21875
0.4290712796655558	0.21875
0.43339301359287646	0.21875
0.4377271833920641	0.21875
0.442071950419457	0.21875
0.44642502095866765	0.21875
0.4507895357452603	0.21875
0.4551683254388579	0.21875
0.4595638881231339	0.21875
0.4639783829807013	0.21875
0.4684132291893601	0.25
0.4728657241688533	0.25
0.47732658541783024	0.25
0.4817985074591294	0.234375
0.4862838303207709	0.21875
0.4907845417151502	0.21875
0.4953023115424235	0.21875
0.4998385053189783	0.21875
0.5043941813885063	0.21875
0.5089701485412139	0.21875
0.5135665857840666	0.21875
0.5181809998184104	0.21875
0.5228112687287724	0.21875
0.5274580386139941	0.21875
0.5321218181653983	0.21875
0.5368029253113187	0.25
0.5415014300515126	0.25
0.5462167116294427	0.25
0.550946055181883	0.25
0.5556892210007509	0.25
0.5604459506725015	0.25
0.5652156550536622	0.25
0.5699970645334688	0.25
0.5747859870192266	0.25
0.5795747671213404	0.25
0.5843634534393957	0.25
0.5891516581253738	0.25
0.5939367029799332	0.234375
0.5987166206810857	0.21875
0.6034916493843396	0.21875
0.6082625138646917	0.25
0.6130302296647804	0.25
0.6177960267942862	0.25
0.6225611734188532	0.25
0.627326745642874	0.25
0.6320934160157395	0.25
0.6368615253169161	0.25
0.641629294286699	0.25
0.6463967846538365	0.25
0.6511626714427248	0.25
0.655924419213695	0.25
0.6606831927055685	0.21875
0.6654398648268324	0.21875
0.6701949552494693	0.21875
0.674948762499885	0.21875
0.6797012929505188	0.25
0.684451971659088	0.25
0.6891997882620063	0.25
0.6939447255161615	0.25
0.698686421861748	0.25
0.7034249776648178	0.25
0.7081606425706153	0.25
0.7128938196549064	0.25
0.7176250236013336	0.25
0.7223548132324803	0.25
0.7270837205425543	0.25
0.7318121937018531	0.25
0.7365405625078838	0.25
0.7412686945381615	0.25
0.7459948447141205	0.25
0.7507194171763943	0.28125
0.7554427816338832	0.28125
0.7601652076236255	0.28125
0.7648868699142607	0.28125
0.7696075586571985	0.28125
0.7743255188526731	0.25
0.7790404713137278	0.25
0.7837527979408039	0.25
0.7884628316911401	0.25
0.7931708290088734	0.25
0.7978769987946204	0.25
0.8025815242059282	0.25
0.8072845775818877	0.25
0.8119863045479326	0.25
0.8166866385739295	0.25
0.8213851924576314	0.265625
0.8260822077819847	0.265625
0.8307779079059272	0.25
0.8354724949768128	0.25
0.840166146238149	0.28125
0.8448589803676315	0.28125
0.8495508609942765	0.28125
0.8542414519261359	0.28125
0.8589310490869275	0.28125
0.8636198885669948	0.28125
0.8683081506841297	0.28125
0.8729959668219414	0.28125
0.8776830648817597	0.28125
0.8823673967679369	0.28125
0.8870488060058543	0.265625
0.8917277500354582	0.25
0.896404633770851	0.25
0.9010797987078022	0.25
0.9057535220952131	0.25
0.9104260921264135	0.25
0.9150977601777892	0.25
0.9197687349771413	0.25
0.9244391164642716	0.25
0.9291085547061352	0.25
0.9337765357687439	0.25
0.9384432624893819	0.25
0.9431086585049406	0.28125
0.9477728144600508	0.28125
0.9524358688531567	0.28125
0.9570979467679465	0.28125
0.961759182767821	0.25
0.966419747525724	0.28125
0.9710798758374108	0.28125
0.9757398917448287	0.28125
0.98040022718547	0.265625
0.9850614312689912	0.28125
0.98972369710529	0.265625
0.9943848009709924	0.265625
0.9990437648865248	0.25
1.00370114931281	0.25
1.0083575949440176	0.25
1.0130136451379623	0.25
1.0176687673932474	0.25
1.0223221241334188	0.25
1.026974807884307	0.28125
1.0316279667377044	0.28125
1.0362827835157553	0.25
1.04094045136263	0.265625
1.0456018201419741	0.25
1.0502659252587268	0.25
1.0549325269528949	0.25
1.0596029032984806	0.28125
1.0642783699578182	0.28125
1.068959477868844	0.28125
1.0736431187558455	0.28125
1.078327876408863	0.265625
1.0830153070509019	0.203125
1.08770686586455	0.203125
1.0924032160080905	0.25
1.0971015864531508	0.203125
1.1018023204207865	0.28125
1.1065067934848385	0.234375
1.1112165083347856	0.21875
1.1159325590122025	0.234375
1.1206562058278553	0.25
1.1253883342291364	0.25
1.1301281311095064	0.25
1.1348742450597638	0.25
1.1396277987580339	0.203125
1.1443896405475942	0.21875
1.1491607256069758	0.21875
1.153941680124309	0.21875
1.1587311514939225	0.203125
1.1635257747649452	0.21875
1.1683267302745213	0.15625
1.173135021307288	0.203125
1.1779512222817543	0.25
1.182773729881888	0.234375
1.1876010362512681	0.25
1.1924340111550822	0.21875
1.1972744782788842	0.25
1.202123209350236	0.25
1.206981002730827	0.25
1.211848757659452	0.25
1.2167272689247517	0.28125
1.2216167872030383	0.28125
1.2265155283675648	0.265625
1.231422080477182	0.265625
1.23633728316316	0.265625
1.2412619769734698	0.25
1.2461968641665677	0.25
1.251142510993171	0.25
1.2560996306007064	0.25
1.261068262111319	0.21875
1.2660451766557435	0.21875
1.2710292519658721	0.21875
1.276021278417079	0.25
1.2810219901684892	0.28125
1.2860319699047826	0.28125
1.2910519083870953	0.28125
1.2960821189304126	0.28125
1.3011208535587024	0.28125
1.3061667836078628	0.28125
1.3112205537195782	0.28125
1.3162828599672278	0.28125
1.3213544305352143	0.28125
1.3264359721813939	0.28125
1.3315281679130901	0.25
1.3366316628302324	0.25
1.3417464085349542	0.21875
1.3468694981583127	0.21875
1.352001294804989	0.234375
1.3571424013833215	0.28125
1.362293411503328	0.28125
1.3674549127528526	0.28125
1.3726274837634296	0.28125
1.3778116881765892	0.28125
1.3830073791536435	0.28125
1.3882110310547806	0.28125
1.3934224259801815	0.28125
1.3986421455333038	0.28125
1.4038707535049244	0.28125
1.4091087926518882	0.28125
1.4143565383869943	0.25
1.419612728160718	0.234375
1.4248757350600953	0.21875
1.430146134187457	0.21875
1.4354246918232147	0.25
1.4407121055829926	0.28125
1.4460090413445021	0.28125
1.451316133168753	0.28125
1.4566339802453176	0.28125
1.4619628040592474	0.28125
1.4673008231809501	0.28125
1.472646475696476	0.28125
1.478000404165318	0.28125
1.4833632397148204	0.28125
1.4887355988879534	0.28125
1.49411808059234	0.265625
1.499511263035101	0.25
1.5049156992337727	0.21875
1.510331906564686	0.21875
1.5157598817063689	0.234375
1.5211969582839644	0.25
1.5266415621182845	0.25
1.532094215889962	0.25
1.537555422334445	0.28125
1.5430256637850768	0.28125
1.5485054019185973	0.28125
1.553994674388436	0.28125
1.5594915710759674	0.265625
1.5649962948956635	0.265625
1.5705093858650065	0.265625
1.57603134446225	0.25
1.5815625255152277	0.25
